Symbol	Name	LastSale	MarketCap	IPOyear	Sector	industry	Summary Quote
GGN	"GAMCO Global Gold, Natural Reources & Income Trust "	5.39	$644.52M	2005	n/a	n/a	http://www.nasdaq.com/symbol/ggn
GGN^B	"GAMCO Global Gold, Natural Reources & Income Trust "	23.1957	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ggn^b
EGAS	Gas Natural Inc.	12.65	$133.07M	n/a	Public Utilities	Oil/Gas Transmission	http://www.nasdaq.com/symbol/egas
GST	Gastar Exploration Inc.	1.51	$198.9M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/gst
GST^A	Gastar Exploration Inc.	20.58	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/gst^a
GST^B	Gastar Exploration Inc.	22.23	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/gst^b
JOB	GEE Group Inc.	4.84	$45.39M	n/a	Technology	Diversified Commercial Services	http://www.nasdaq.com/symbol/job
GMO	"General Moly, Inc"	0.3	$27.28M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/gmo
GIG	"GigPeak, Inc."	2.6	$176.12M	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/gig
GSB	"GlobalSCAPE, Inc."	4.2586	$90.05M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/gsb
GSAT	"Globalstar, Inc."	1.52	$1.68B	2006	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/gsat
GLOW	"Glowpoint, Inc."	0.26	$9.48M	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/glow
GORO	Gold Resource Corporation	5.3	$299.8M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/goro
GSV	Gold Standard Ventures Corporation	2.23	$493.98M	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	http://www.nasdaq.com/symbol/gsv
AUMN	Golden Minerals Company	0.6799	$60.46M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/aumn
GSS	"Golden Star Resources, Ltd"	0.88	$290.27M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/gss
GV	Goldfield Corporation (The)	5.7	$145.07M	n/a	Basic Industries	Water Supply	http://www.nasdaq.com/symbol/gv
GRC	Gorman-Rupp Company (The)	31.33	$817.43M	n/a	Capital Goods	Fluid Controls	http://www.nasdaq.com/symbol/grc
GTE	Gran Tierra Energy Inc.	2.81	$1.1B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/gte
GPL	Great Panther Silver Limited	1.74	$289.66M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/gpl
SIM	"Grupo Simec, S.A. de C.V."	13.47	$2.23B	1993	Basic Industries	Steel/Iron Ore	http://www.nasdaq.com/symbol/sim
GVP	"GSE Systems, Inc."	3.2	$59.79M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/gvp
HCHC	"HC2 Holdings, Inc."	6.79	$283.95M	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/hchc
HEB	"Hemispherx BioPharma, Inc."	0.875	$21.09M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/heb
HLM^	Hillman Group Capital Trust	32.8942	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/hlm^
HMG	"HMG/Courtland Properties, Inc."	11.35	$11.38M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/hmg
HH	"Hooper Holmes, Inc."	0.84	$8.49M	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/hh
HUSA	Houston American Energy Corporation	0.1998	$10.25M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/husa
IBIO	"iBio, Inc."	0.4	$35.64M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ibio
IBO	IBO (Listing Market - NYSE Amex Network B F)	153.82	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ibo
IEC	IEC Electronics Corp.	3.48	$35.77M	n/a	Technology	Electrical Products	http://www.nasdaq.com/symbol/iec
IMUC	"ImmunoCellular Therapeutics, Ltd."	2.75	$9.47M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/imuc
IMUC.WS	"ImmunoCellular Therapeutics, Ltd."	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/imuc.ws
IMH	"Impac Mortgage Holdings, Inc."	14.01	$224.38M	1997	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/imh
IMO	Imperial Oil Limited	34.37	$29.13B	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/imo
IOT	"Income Opportunity Realty Investors, Inc."	7.4423	$31.02M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/iot
IRT	"Independence Realty Trust, Inc."	8.95	$617.51M	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/irt
IGC	India Globalization Capital Inc.	0.2999	$8.51M	n/a	Consumer Non-Durables	Electronic Components	http://www.nasdaq.com/symbol/igc
INFU	"InfuSystems Holdings, Inc."	2.2	$49.87M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/infu
IHT	InnSuites Hospitality Trust	2.15	$20.81M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/iht
NSPR	"InspireMD, Inc."	2.61	$3.74M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/nspr
NSPR.WS	"InspireMD, Inc."	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nspr.ws
IFMI	"Institutional Financial Markets, Inc."	1.1701	$14.15M	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ifmi
IDN	"Intellicheck Mobilisa, Inc."	3.1	$32.75M	1999	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/idn
INS	Intelligent Systems Corporation	4.28	$37.37M	1992	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ins
THM	International Tower Hill Mines Ltd	0.565	$91.64M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/thm
INTT	inTest Corporation	4.7	$48.77M	1997	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/intt
INUV	"Inuvo, Inc"	1.61	$40.14M	n/a	Consumer Services	Advertising	http://www.nasdaq.com/symbol/inuv
VKI	Invesco Advantage Municipal Income Trust II	11.44	$507.84M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vki
ISR	"IsoRay, Inc."	0.6598	$36.3M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/isr
ISDR	Issuer Direct Corporation	9	$25.74M	n/a	Miscellaneous	Publishing	http://www.nasdaq.com/symbol/isdr
JRJR	"JRjr33, Inc."	0.76	$29.93M	2014	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/jrjr
KIQ	Kelso Technologies Inc	1.0165	$47.18M	n/a	Capital Goods	Railroads	http://www.nasdaq.com/symbol/kiq
KLDX	Klondex Mines Ltd.	5.15	$902.41M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/kldx
LTS	Ladenburg Thalmann Financial Services Inc	2.39	$463.4M	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/lts
LTS^A	Ladenburg Thalmann Financial Services Inc	24.6658	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lts^a
LAQ	"Latin America Equity Fund, Inc. (The)"	20.5829	$153.31M	1991	n/a	n/a	http://www.nasdaq.com/symbol/laq
LGL	"LGL Group, Inc. (The)"	4.75	$12.66M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lgl
LBY	"Libbey, Inc."	18.06	$394.5M	1993	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lby
LIQT	"LiqTech International, Inc."	0.65	$25.7M	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/liqt
MCZ	Mad Catz Interactive Inc	0.15	$11.02M	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/mcz
MAG	MAG Silver Corporation	12.88	$1.04B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mag
MJCO	Majesco	5.67	$206.88M	2015	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mjco
MSTX	"Mast Therapeutics, Inc."	0.1371	$32.66M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/mstx
MHH	"Mastech Digital, Inc"	6.7192	$30.04M	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/mhh
IPB	"Merrill Lynch & Co., Inc."	26.44	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/ipb
MXC	Mexco Energy Corporation	4.62	$9.41M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mxc
CCA	MFS California Insured Municipal Trust	11.75	$32.74M	1999	n/a	n/a	http://www.nasdaq.com/symbol/cca
MPO	"MIDSTATES PETROLEUM COMPANY, INC."	21.3	$526.11M	2016	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mpo
MLSS	"Milestone Scientific, Inc."	1.35	$40.6M	2015	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/mlss
MGH	Minco Gold Corporation	0.2	$10.15M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mgh
MVF	"MuniVest Fund, Inc."	9.93	$638.93M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mvf
MZA	"MuniYield Arizona Fund, Inc."	14.67	$67.67M	1993	n/a	n/a	http://www.nasdaq.com/symbol/mza
NNVC	"NanoViricides, Inc."	1.31	$76.25M	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/nnvc
ATEST	NASDAQ TEST STOCK	25	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/atest
ATEST.A	NASDAQ TEST STOCK	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/atest.a
ATEST.B	NASDAQ TEST STOCK	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/atest.b
ATEST.C	NASDAQ TEST STOCK	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/atest.c
NHC	National HealthCare Corporation	76.5	$1.16B	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/nhc
NAVB	"Navidea Biopharmaceuticals, Inc."	0.6299	$98.11M	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/navb
NTIP	"Network-1 Technologies, Inc."	3.55	$82.82M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ntip
NBW	Neuberger Berman California Intermediate Municipal Fund Inc.	14.9599	$82.96M	2002	n/a	n/a	http://www.nasdaq.com/symbol/nbw
NHS	Neuberger Berman High Yield Strategies Fund	11.85	$231.56M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nhs
NBH	Neuberger Berman Intermediate Municipal Fund Inc.	15.949	$299.68M	2002	n/a	n/a	http://www.nasdaq.com/symbol/nbh
NML	Neuberger Berman MLP Income Fund Inc.	9.69	$547.94M	2013	n/a	n/a	http://www.nasdaq.com/symbol/nml
NBO	Neuberger Berman New York Intermediate Municipal Fund Inc.	12.73	$64.62M	2002	n/a	n/a	http://www.nasdaq.com/symbol/nbo
NRO	"Neuberger Berman Real Estate Securities Income Fund, Inc."	5.3301	$297.35M	2003	n/a	n/a	http://www.nasdaq.com/symbol/nro
UWN	"Nevada Gold & Casinos, Inc."	2	$35.31M	n/a	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/uwn
NSU	Nevsun Resources Ltd	3.51	$1.06B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/nsu
GBR	"New Concept Energy, Inc"	1.79	$3.49M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/gbr
NEN	New England Realty Associates Limited Partnership	59.9665	$224.72M	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/nen
NGD	New Gold Inc.	4.07	$2.09B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ngd
HLTH	Nobilis Health Corp.	2.4	$186.3M	2015	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/hlth
NSAT	Norsat International Inc.	8.05	$47.08M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/nsat
NAK	"Northern Dynasty Minerals, Ltd."	2.28	$610.56M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/nak
NOG	"Northern Oil and Gas, Inc."	3.25	$204.85M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nog
NBY	"NovaBay Pharmaceuticals, Inc."	3.95	$59.78M	2007	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/nby
NG	Novagold Resources Inc.	5.1	$1.63B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ng
NTN	"NTN Buzztime, Inc."	9.35	$21.14M	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/ntn
NJV	Nuveen New Jersey Municipal Value Fund	16.21	$25.13M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/njv
NPN	Nuveen Pennsylvania Municipal Value Fund	16.73	$20.41M	2009	n/a	n/a	http://www.nasdaq.com/symbol/npn
OCX	OncoCyte Corporation	6.9	$198.09M	2015	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/ocx
OGEN	"Oragenics, Inc."	0.66	$32.42M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ogen
TIS	Orchids Paper Products Company	25.59	$263.5M	2005	Basic Industries	Paper	http://www.nasdaq.com/symbol/tis
ONP	"Orient Paper, Inc."	1.12	$24.02M	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/onp
ORM	"Owens Realty Mortgage, Inc."	18.85	$193.16M	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/orm
PHF	"Pacholder High Yield Fund, Inc."	7.26	$94.36M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/phf
PCG^A	Pacific Gas & Electric Co.	31.4	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^a
PCG^B	Pacific Gas & Electric Co.	28.06	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^b
PCG^C	Pacific Gas & Electric Co.	25.45	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^c
PCG^D	Pacific Gas & Electric Co.	25.2152	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^d
PCG^E	Pacific Gas & Electric Co.	25.11	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^e
PCG^G	Pacific Gas & Electric Co.	25.05	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^g
PCG^H	Pacific Gas & Electric Co.	24.39	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^h
PCG^I	Pacific Gas & Electric Co.	23.76	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^i
PTN	"Palatin Technologies, Inc."	0.4411	$58.85M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ptn
PARR	"Par Pacific Holdings, Inc."	13.25	$602.96M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/parr
PZG	Paramount Gold Nevada Corp.	1.76	$27.61M	2015	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/pzg
TEUM	Pareteum Corporation	0.1154	$20.78M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/teum
PRK	Park National Corporation	116.03	$1.78B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/prk
PED	Pedevco Corp.	0.11	$5.48M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ped
PFNX	Pfenex Inc.	9.02	$211.23M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pfnx
PIP	"PharmAthene, Inc"	3.4	$226.88M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pip
HNW	Pioneer Diversified High Income Trust	16.2	$134.99M	2007	n/a	n/a	http://www.nasdaq.com/symbol/hnw
PLG	Platinum Group Metals Ltd.	1.78	$200.79M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/plg
PLM	Polymet Mining Corp.	0.8251	$262.32M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/plm
PW	Power REIT	6.879	$12.28M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pw
PW^A	Power REIT	25.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pw^a
PLX	"Protalix BioTherapeutics, Inc."	0.43	$53.22M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/plx
RLGT	"Radiant Logistics, Inc."	3.78	$184.42M	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/rlgt
RLGT^A	"Radiant Logistics, Inc."	25.33	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rlgt^a
UTG	Reaves Utility Income Fund	31.91	$1.1B	2004	n/a	n/a	http://www.nasdaq.com/symbol/utg
REED	"Reeds, Inc."	4.2	$58.69M	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/reed
RWC	RELM Wireless Corporation	4.9	$67.4M	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/rwc
RCG	"RENN Fund, Inc."	1.18	$5.27M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rcg
RVP	"Retractable Technologies, Inc."	0.9068	$26.89M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/rvp
RNN	"Rexahn Pharmaceuticals, Inc."	0.166	$39.4M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/rnn
RIC	"Richmont Mines, Inc."	7.55	$475.69M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ric
REI	"Ring Energy, Inc."	13.28	$643.31M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rei
RIF	RMR Real Estate Income Fund	20.47	$156.63M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rif
SGA	"Saga Communications, Inc."	51	$298.87M	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/sga
SSN	Samson Oil & Gas Limited	0.7021	$11.29M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ssn
SPP	Sanchez Production Partners LP	12.9	$170.97M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/spp
SAND          	Sandstorm Gold Ltd	4.3	$654.69M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/sand
SEB	Seaboard Corporation	3830	$4.48B	1996	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/seb
SENS	"Senseonics Holdings, Inc."	2.73	$254.96M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/sens
