Symbol	Name	LastSale	MarketCap	IPOyear	Sector	industry	Summary Quote
DFNL	Davis Select Financial ETF	20.14	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dfnl
DUSA	Davis Select U.S. Equity ETF	20.17	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dusa
DWLD	Davis Select Worldwide ETF	20.21	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dwld
DWSN	Dawson Geophysical Company	7.94	$171.76M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dwsn
DBVT	DBV Technologies S.A.	35.43	$1.72B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/dbvt
DFRG	"Del Frisco&#39;s Restaurant Group, Inc."	17.2	$404.68M	2012	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dfrg
TACO	"Del Taco Restaurants, Inc."	14.01	$548.53M	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/taco
TACOW	"Del Taco Restaurants, Inc."	4.35	n/a	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/tacow
DCTH	"Delcath Systems, Inc."	0.405	"$889,959.56 "	2000	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/dcth
DMPI	"DelMar Pharmaceuticals, Inc."	3.32	$34.6M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/dmpi
DGAS	"Delta Natural Gas Company, Inc."	27.73	$197.34M	1981	Public Utilities	Oil & Gas Production	http://www.nasdaq.com/symbol/dgas
DELT	Delta Technology Holdings Limited	0.83	$7.98M	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/delt
DELTW	Delta Technology Holdings Limited	0.0765	n/a	2013	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/deltw
DENN	Denny&#39;s Corporation	12.4	$909.75M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/denn
XRAY	DENTSPLY SIRONA Inc.	57.82	$13.35B	1987	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/xray
DEPO	"Depomed, Inc."	18.88	$1.16B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/depo
DSCI	"Derma Sciences, Inc."	6.975	$197.18M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/dsci
DERM	"Dermira, Inc."	30.39	$1.08B	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/derm
DEST	Destination Maternity Corporation	5.25	$73.56M	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dest
DXLG	"Destination XL Group, Inc."	3.7	$188.05M	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dxlg
DSWL	"Deswell Industries, Inc."	1.79	$28.74M	1995	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/dswl
DTRM	"Determine, Inc. "	1.97	$22.87M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/dtrm
DXCM	"DexCom, Inc."	85.13	$7.2B	2005	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/dxcm
DXTR	Dextera Surgical Inc.	1.7	$15.18M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/dxtr
DHXM	DHX Media Ltd.	5.3	$135.06M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dhxm
DHIL	"Diamond Hill Investment Group, Inc."	210.54	$718.8M	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/dhil
FANG	"Diamondback Energy, Inc."	101.36	$9.14B	2012	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/fang
DCIX	Diana Containerships Inc.	2.96	$27.71M	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dcix
DRNA	"Dicerna Pharmaceuticals, Inc."	3.03	$62.88M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/drna
DFBG	Differential Brands Group Inc.	2.5	$32.71M	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/dfbg
DFFN	Diffusion Pharmaceuticals Inc.	6.08	$62.9M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/dffn
DGII	Digi International Inc.	13.6	$357.98M	1989	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/dgii
DMRC	Digimarc Corporation	29.3	$308.31M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/dmrc
DRAD	Digirad Corporation	5.15	$101.35M	2004	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/drad
DGLY	"Digital Ally, Inc."	4.1	$22.05M	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/dgly
APPS	"Digital Turbine, Inc."	0.7012	$46.72M	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/apps
DCOM	"Dime Community Bancshares, Inc."	20.15	$756.51M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/dcom
DMTX	"Dimension Therapeutics, Inc."	4.8	$120.21M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/dmtx
DIOD	Diodes Incorporated	26.11	$1.28B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/diod
DPRX	"Dipexium Pharmaceuticals, Inc."	1.6	$16.64M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/dprx
DISCA	"Discovery Communications, Inc."	27.4	$10.77B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/disca
DISCB	"Discovery Communications, Inc."	27.7	$10.89B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/discb
DISCK	"Discovery Communications, Inc."	26.82	$10.54B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/disck
DISH	DISH Network Corporation	62.27	$28.96B	1995	Consumer Services	Television Services	http://www.nasdaq.com/symbol/dish
DVCR	Diversicare Healthcare Services Inc.	9.96	$63.35M	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/dvcr
SAUC	"Diversified Restaurant Holdings, Inc."	1.55	$41.34M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/sauc
DLHC	DLH Holdings Corp.	6.535	$73.46M	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/dlhc
BOOM	DMC Global Inc.	15.85	$229.54M	n/a	Capital Goods	Industrial Specialties	http://www.nasdaq.com/symbol/boom
DNBF	DNB Financial Corp	28.8	$121.8M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/dnbf
DLTR	"Dollar Tree, Inc."	77.13	$18.21B	1995	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dltr
DGICA	"Donegal Group, Inc."	17.46	$468.07M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/dgica
DGICB	"Donegal Group, Inc."	16	$428.93M	1986	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/dgicb
DMLP	"Dorchester Minerals, L.P."	18.35	$562.89M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dmlp
DORM	"Dorman Products, Inc."	70.22	$2.43B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/dorm
EAGL	Double Eagle Acquisition Corp.	9.95	$621.88M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/eagl
EAGLU	Double Eagle Acquisition Corp.	10.3	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/eaglu
EAGLW	Double Eagle Acquisition Corp.	0.5001	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/eaglw
DRWI	DragonWave Inc	2.3	$14.04M	2009	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/drwi
DRYS	DryShips Inc.	1.87	$63.22M	2005	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/drys
DSPG	"DSP Group, Inc."	11.75	$254.06M	1994	Technology	Semiconductors	http://www.nasdaq.com/symbol/dspg
DLTH	Duluth Holdings Inc.	25.57	$827.85M	2015	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dlth
DNKN	"Dunkin&#39; Brands Group, Inc."	51.84	$4.76B	2011	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dnkn
DRRX	DURECT Corporation	1.27	$176M	2000	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/drrx
DXPE	"DXP Enterprises, Inc."	37.95	$657.92M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/dxpe
DYSL	Dynasil Corporation of America	1.3	$21.98M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/dysl
DYNT	Dynatronics Corporation	2.3546	$6.79M	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/dynt
DVAX	Dynavax Technologies Corporation	4.35	$167.6M	2004	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/dvax
ETFC	E*TRADE Financial Corporation	36.93	$10.11B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/etfc
EBMT	"Eagle Bancorp Montana, Inc."	19.095	$72.17M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ebmt
EGBN	"Eagle Bancorp, Inc."	60.05	$2.02B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/egbn
EGLE	Eagle Bulk Shipping Inc.	5.76	$277.1M	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/egle
EGRX	"Eagle Pharmaceuticals, Inc."	69.31	$1.07B	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/egrx
IGLE	Eagleline Acquisition Corp.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/igle
ELNK	EarthLink Holdings Corp.	6.07	$691.98M	n/a	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/elnk
EWBC	"East West Bancorp, Inc."	51.2	$7.38B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ewbc
EACQ	Easterly Acquisition Corp.	9.95	$248.75M	2015	Capital Goods	Building Products	http://www.nasdaq.com/symbol/eacq
EACQU	Easterly Acquisition Corp.	10.71	n/a	2015	Capital Goods	Building Products	http://www.nasdaq.com/symbol/eacqu
EACQW	Easterly Acquisition Corp.	0.425	n/a	2015	Capital Goods	Building Products	http://www.nasdaq.com/symbol/eacqw
EML	Eastern Company (The)	20.5	$128.21M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/eml
EVBS	"Eastern Virginia Bankshares, Inc."	10.15	$133.13M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/evbs
EVGBC	Eaton Vance NextShares Trust	100.03	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/evgbc
EVSTC	Eaton Vance NextShares Trust	100.01	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/evstc
EVLMC	Eaton Vance NextShares Trust II	100.06	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/evlmc
EBAY	eBay Inc.	30.29	$33.86B	1998	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/ebay
EBAYL	eBay Inc.	25.61	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/ebayl
EBIX	"Ebix, Inc."	57.75	$1.87B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ebix
ELON	Echelon Corporation	4.75	$21.05M	1998	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/elon
ECHO	"Echo Global Logistics, Inc."	25.7	$751.12M	2009	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/echo
SATS	EchoStar Corporation	52.95	$4.98B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/sats
EEI	"Ecology and Environment, Inc."	10.3965	$44.64M	1987	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/eei
ECAC	E-compass Acquisition Corp.	10.49	$55.7M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/ecac
ECACR	E-compass Acquisition Corp.	0.95	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/ecacr
ECACU	E-compass Acquisition Corp.	10.801	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/ecacu
ESES	"Eco-Stim Energy Solutions, Inc."	0.7101	$10.24M	n/a	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/eses
EDAP	EDAP TMS S.A.	3.4499	$99.11M	1997	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/edap
EDGE	"Edge Therapeutics, Inc."	11.77	$340.36M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/edge
EDGW	"Edgewater Technology, Inc."	7.49	$96.47M	n/a	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/edgw
EDIT	"Editas Medicine, Inc."	18.76	$687.67M	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/edit
EDUC	Educational Development Corporation	9.8	$39.99M	n/a	Consumer Durables	Consumer Specialties	http://www.nasdaq.com/symbol/educ
EGAN	eGain Corporation	2.1	$56.92M	1999	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/egan
EGLT	Egalet Corporation	5.9	$148.62M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/eglt
EHTH	"eHealth, Inc."	12.44	$228.17M	2006	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/ehth
EIGR	"Eiger BioPharmaceuticals, Inc."	12.1	$101.12M	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/eigr
EKSO	"Ekso Bionics Holdings, Inc."	4.15	$90.81M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/ekso
LOCO	"El Pollo Loco Holdings, Inc."	12.45	$479M	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/loco
EMITF	Elbit Imaging Ltd.	3.31	$30.42M	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/emitf
ESLT	Elbit Systems Ltd.	104.11	$4.45B	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/eslt
ERI	"Eldorado Resorts, Inc."	16	$753.69M	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/eri
ESIO	"Electro Scientific Industries, Inc."	6.45	$209.39M	n/a	Miscellaneous	Industrial Machinery/Components	http://www.nasdaq.com/symbol/esio
EA	Electronic Arts Inc.	80.35	$24.25B	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ea
EFII	"Electronics for Imaging, Inc."	44.15	$2.06B	1992	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/efii
ELSE	"Electro-Sensors, Inc."	3.652	$12.4M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/else
ELEC	Electrum Special Acquisition Corporation	9.9001	$247.5M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/elec
ELECU	Electrum Special Acquisition Corporation	10.5	$262.5M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/elecu
ELECW	Electrum Special Acquisition Corporation	0.5	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/elecw
EBIO	"Eleven Biotherapeutics, Inc."	2.21	$53.57M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ebio
DWAC	Elkhorn Commodity Rotation Strategy ETF	25.52	$7.66M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dwac
CAPX	Elkhorn S&P 500 Capital Expenditures Portfolio	26.2956	$2.73M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/capx
ESBK	Elmira Savings Bank NY (The)	21.45	$58.02M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/esbk
ELTK	Eltek Ltd.	0.85	$8.62M	1997	Technology	Electrical Products	http://www.nasdaq.com/symbol/eltk
EMCI	EMC Insurance Group Inc.	30.2	$637.33M	1982	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/emci
EMCF	Emclaire Financial Corp	26.6	$57.09M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/emcf
EMKR	EMCORE Corporation	9.35	$245.39M	1997	Technology	Semiconductors	http://www.nasdaq.com/symbol/emkr
EMMS	Emmis Communications Corporation	3.45	$42.77M	1994	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/emms
NYNY	"Empire Resorts, Inc."	23.5	$732.16M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/nyny
ERS	"Empire Resources, Inc."	6.74	$56.64M	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/ers
ENTA	"Enanta Pharmaceuticals, Inc."	33.99	$647.18M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/enta
ECPG	Encore Capital Group Inc	30.65	$782.56M	n/a	Finance	Finance Companies	http://www.nasdaq.com/symbol/ecpg
WIRE	Encore Wire Corporation	43.3	$897.39M	1992	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/wire
ENDP	Endo International plc	13.19	$2.94B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/endp
ECYT	"Endocyte, Inc."	2.57	$108.63M	2011	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ecyt
ELGX	"Endologix, Inc."	6.49	$536.67M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/elgx
EIGI	"Endurance International Group Holdings, Inc."	8.1	$1.15B	2013	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/eigi
WATT	Energous Corporation	18.98	$363.1M	2014	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/watt
EFOI	"Energy Focus, Inc."	5.06	$59.15M	n/a	Consumer Durables	Building Products	http://www.nasdaq.com/symbol/efoi
EHR	"Energy Hunter Resources, Inc."	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ehr
ERII	"Energy Recovery, Inc."	10.64	$557.02M	2008	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/erii
ENOC	"EnerNOC, Inc."	6	$185.44M	2007	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/enoc
ENG	ENGlobal Corporation	2.355	$64.44M	n/a	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/eng
ENPH	"Enphase Energy, Inc."	1.54	$95.34M	2012	Technology	Semiconductors	http://www.nasdaq.com/symbol/enph
ESGR	Enstar Group Limited	194.3	$3.76B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/esgr
ENFC	Entegra Financial Corp.	21.25	$136.89M	2014	Finance	Banks	http://www.nasdaq.com/symbol/enfc
ENTG	"Entegris, Inc."	18.95	$2.68B	2000	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/entg
ENTL	"Entellus Medical, Inc."	20.03	$377.85M	2015	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/entl
ETRM	EnteroMedics Inc.	13.7	$27.37M	2007	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/etrm
EBTC	Enterprise Bancorp Inc	33.48	$383.32M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ebtc
EFSC	Enterprise Financial Services Corporation	40.5	$810.46M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/efsc
EGT	Entertainment Gaming Asia Incorporated	1.373	$19.86M	n/a	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/egt
ENZY          	Enzymotec Ltd.	7.9	$179.71M	2013	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/enzy
EPZM	"Epizyme, Inc."	11.4	$661.33M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/epzm
PLUS	ePlus inc.	113.5	$803.65M	1996	Technology	Retail: Computer Software & Peripheral Equipment	http://www.nasdaq.com/symbol/plus
EQIX	"Equinix, Inc."	374.95	$26.76B	2000	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/eqix
EQFN	Equitable Financial Corp.	10	$34.77M	2015	Finance	Savings Institutions	http://www.nasdaq.com/symbol/eqfn
EQBK	"Equity Bancshares, Inc."	33.04	$385.89M	2015	Finance	Major Banks	http://www.nasdaq.com/symbol/eqbk
ERIC	Ericsson	5.92	$19.72B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/eric
ERIE	Erie Indemnity Company	110.4	$5.77B	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/erie
ESCA	"Escalade, Incorporated"	13.65	$195.22M	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/esca
ESPR	"Esperion Therapeutics, Inc."	12	$270.65M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/espr
ESSA	"ESSA Bancorp, Inc."	15.99	$182.41M	n/a	Finance	Banks	http://www.nasdaq.com/symbol/essa
EPIX	ESSA Pharma Inc.	2.1302	$61.98M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/epix
ESND	Essendant Inc.	20.64	$763.03M	n/a	Consumer Services	Paper	http://www.nasdaq.com/symbol/esnd
ESSF	"ETRE REIT, LLC"	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/essf
ETSY	"Etsy, Inc."	12.52	$1.45B	2015	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/etsy
CLWT	Euro Tech Holdings Company Limited	3.8	$7.84M	1997	Consumer Durables	Diversified Electronic Products	http://www.nasdaq.com/symbol/clwt
EEFT	"Euronet Worldwide, Inc."	73.02	$3.81B	1997	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/eeft
ESEA	Euroseas Ltd.	1.74	$15.97M	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/esea
EVEP	"EV Energy Partners, L.P."	2.02	$99.09M	2006	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/evep
EVBG	"Everbridge, Inc."	19.02	$516.36M	2016	n/a	n/a	http://www.nasdaq.com/symbol/evbg
EVK	"Ever-Glory International Group, Inc."	2.25	$33.27M	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/evk
MRAM	"Everspin Technologies, Inc."	8.05	$100.61M	2016	Technology	Semiconductors	http://www.nasdaq.com/symbol/mram
EVLV	EVINE Live Inc.	1.3	$83.42M	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/evlv
EVGN	Evogene Ltd.	5.53	$140.79M	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/evgn
EVOK	"Evoke Pharma, Inc."	2.35	$29.02M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/evok
EVOL	"Evolving Systems, Inc."	4.35	$51.8M	1998	Technology	EDP Services	http://www.nasdaq.com/symbol/evol
EXA	Exa Corporation	16.02	$237.92M	2012	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/exa
EXAS	Exact Sciences Corporation	19.04	$2.06B	2001	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/exas
EXAC	"Exactech, Inc."	27.8	$394.34M	1996	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/exac
EXEL	"Exelixis, Inc."	18.51	$5.3B	2000	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/exel
EXFO	EXFO Inc	4.6	$104.88M	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/exfo
EXLS	"ExlService Holdings, Inc."	49.58	$1.66B	2006	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/exls
EXPE	"Expedia, Inc."	118.81	$17.83B	n/a	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/expe
EXPD	"Expeditors International of Washington, Inc."	53.87	$9.72B	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/expd
EXPO	"Exponent, Inc."	58.8	$1.5B	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/expo
ESRX	Express Scripts Holding Company	71.8	$44.27B	1992	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/esrx
XOG	"Extraction Oil & Gas, Inc."	18.37	$3.16B	2016	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/xog
EXTR	"Extreme Networks, Inc."	5.35	$572.74M	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/extr
EYEG	"Eyegate Pharmaceuticals, Inc."	1.56	$14.95M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/eyeg
EYEGW	"Eyegate Pharmaceuticals, Inc."	0.25	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/eyegw
EZPW	"EZCORP, Inc."	9.8	$529.97M	1991	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/ezpw
FFIV	"F5 Networks, Inc."	143.37	$9.36B	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/ffiv
FB	"Facebook, Inc."	128.34	$369.9B	2012	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/fb
FRP	"FairPoint Communications, Inc."	18.6	$503.57M	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/frp
FALC	"FalconStor Software, Inc."	0.45	$19.64M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/falc
DAVE	"Famous Dave&#39;s of America, Inc."	5.35	$37.22M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dave
FANH	Fanhua Inc.	8.42	$486.28M	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/fanh
FARM	Farmer Brothers Company	34.5	$579.38M	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/farm
FFKT	Farmers Capital Bank Corporation	43.85	$329.21M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffkt
FMNB	Farmers National Banc Corp.	14.1	$381.37M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fmnb
FARO	"FARO Technologies, Inc."	38.35	$639.46M	1997	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/faro
FAST	Fastenal Company	48.05	$13.89B	1987	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/fast
FATE	"Fate Therapeutics, Inc."	3.05	$104.15M	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/fate
FBSS	"Fauquier Bankshares, Inc."	16.325	$61.28M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fbss
FBRC	FBR & Co	13.8	$95.44M	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/fbrc
FDML	Federal-Mogul Holdings Corporation	9.93	$1.68B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/fdml
FNHC	Federated National Holding Company	19.61	$270.65M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/fnhc
FHCO	Female Health Company (The)	0.9875	$26.57M	n/a	Basic Industries	Specialty Chemicals	http://www.nasdaq.com/symbol/fhco
